model,mode,steer_layer,variant,game_code,letter_nonzero_rate,letter_dose_aligned_rate_all,letter_dose_aligned_rate_nonzero,act0_nonzero_rate,act0_dose_aligned_rate_all,act0_dose_aligned_rate_nonzero,canon_nonzero_rate,canon_dose_aligned_rate_all,canon_dose_aligned_rate_nonzero
llama31_instruct,h1_dinc,79,main,BaDl,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,BaHa,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,BaHr,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,BaNc,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,BaPc,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,BaPd,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,BaSh,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ChAs,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ChBa,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ChCh,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ChCm,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ChCo,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ChDl,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ChHa,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ChHr,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,CmAs,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,CmCm,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,CmDl,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,CmHa,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,CmNc,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,CoAs,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,CoCo,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,CoSh,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HaAs,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HaBa,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HaCm,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HaDl,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HaHa,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HaNc,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HaPc,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HrAs,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HrBa,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HrCh,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,HrHr,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ShAs,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ShCo,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main,ShSh,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,main_perp,AsAs,0.9166666666666666,0.5,0.5454545454545454,0.9166666666666666,0.4583333333333333,0.5,0.9166666666666666,0.4583333333333333,0.5
llama31_instruct,h1_dinc,79,main_perp,AsBa,0.6666666666666666,0.20833333333333334,0.3125,0.6666666666666666,0.25,0.375,0.6666666666666666,0.4166666666666667,0.625
llama31_instruct,h1_dinc,79,main_perp,AsCh,0.7916666666666666,0.5416666666666666,0.6842105263157895,0.7916666666666666,0.4583333333333333,0.5789473684210527,0.7916666666666666,0.3333333333333333,0.42105263157894735
llama31_instruct,h1_dinc,79,main_perp,AsCm,0.75,0.4583333333333333,0.6111111111111112,0.75,0.375,0.5,0.75,0.375,0.5
llama31_instruct,h1_dinc,79,main_perp,AsCo,0.8333333333333334,0.4583333333333333,0.55,0.8333333333333334,0.3333333333333333,0.4,0.8333333333333334,0.3333333333333333,0.4
llama31_instruct,h1_dinc,79,main_perp,AsDl,0.9166666666666666,0.5416666666666666,0.5909090909090909,0.9166666666666666,0.4166666666666667,0.45454545454545453,0.9166666666666666,0.5,0.5454545454545454
llama31_instruct,h1_dinc,79,main_perp,AsHa,0.7916666666666666,0.4583333333333333,0.5789473684210527,0.7916666666666666,0.375,0.47368421052631576,0.7916666666666666,0.375,0.47368421052631576
llama31_instruct,h1_dinc,79,main_perp,AsHr,0.875,0.4166666666666667,0.47619047619047616,0.875,0.375,0.42857142857142855,0.875,0.5,0.5714285714285714
llama31_instruct,h1_dinc,79,main_perp,AsNc,0.625,0.375,0.6,0.625,0.3333333333333333,0.5333333333333333,0.625,0.3333333333333333,0.5333333333333333
llama31_instruct,h1_dinc,79,main_perp,AsPc,0.9583333333333334,0.4583333333333333,0.4782608695652174,0.9583333333333334,0.5416666666666666,0.5652173913043478,0.9583333333333334,0.5416666666666666,0.5652173913043478
llama31_instruct,h1_dinc,79,main_perp,AsPd,0.7083333333333334,0.3333333333333333,0.47058823529411764,0.7083333333333334,0.25,0.35294117647058826,0.7083333333333334,0.4583333333333333,0.6470588235294118
llama31_instruct,h1_dinc,79,main_perp,AsSh,0.8333333333333334,0.5,0.6,0.8333333333333334,0.4166666666666667,0.5,0.8333333333333334,0.4166666666666667,0.5
llama31_instruct,h1_dinc,79,main_perp,BaAs,0.7916666666666666,0.4583333333333333,0.5789473684210527,0.7916666666666666,0.4583333333333333,0.5789473684210527,0.7916666666666666,0.4583333333333333,0.5789473684210527
llama31_instruct,h1_dinc,79,main_perp,BaBa,0.7916666666666666,0.5416666666666666,0.6842105263157895,0.7916666666666666,0.375,0.47368421052631576,0.7916666666666666,0.375,0.47368421052631576
llama31_instruct,h1_dinc,79,main_perp,BaCh,0.7916666666666666,0.4166666666666667,0.5263157894736842,0.7916666666666666,0.5416666666666666,0.6842105263157895,0.7916666666666666,0.5416666666666666,0.6842105263157895
llama31_instruct,h1_dinc,79,main_perp,BaCm,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.375,0.5625,0.6666666666666666,0.375,0.5625
llama31_instruct,h1_dinc,79,main_perp,BaCo,0.7083333333333334,0.3333333333333333,0.47058823529411764,0.7083333333333334,0.4166666666666667,0.5882352941176471,0.7083333333333334,0.4166666666666667,0.5882352941176471
llama31_instruct,h1_dinc,79,main_perp,BaDl,0.8333333333333334,0.4583333333333333,0.55,0.8333333333333334,0.375,0.45,0.8333333333333334,0.375,0.45
llama31_instruct,h1_dinc,79,main_perp,BaHa,0.7916666666666666,0.25,0.3157894736842105,0.7916666666666666,0.4166666666666667,0.5263157894736842,0.7916666666666666,0.375,0.47368421052631576
llama31_instruct,h1_dinc,79,main_perp,BaHr,0.6666666666666666,0.4166666666666667,0.625,0.6666666666666666,0.5,0.75,0.6666666666666666,0.5,0.75
llama31_instruct,h1_dinc,79,main_perp,BaNc,0.7916666666666666,0.3333333333333333,0.42105263157894735,0.7916666666666666,0.5416666666666666,0.6842105263157895,0.7916666666666666,0.25,0.3157894736842105
llama31_instruct,h1_dinc,79,main_perp,BaPc,0.7083333333333334,0.20833333333333334,0.29411764705882354,0.7083333333333334,0.375,0.5294117647058824,0.7083333333333334,0.3333333333333333,0.47058823529411764
llama31_instruct,h1_dinc,79,main_perp,BaPd,0.875,0.4583333333333333,0.5238095238095238,0.875,0.375,0.42857142857142855,0.875,0.375,0.42857142857142855
llama31_instruct,h1_dinc,79,main_perp,BaSh,0.9166666666666666,0.4166666666666667,0.45454545454545453,0.9166666666666666,0.4583333333333333,0.5,0.9166666666666666,0.4583333333333333,0.5
llama31_instruct,h1_dinc,79,main_perp,ChAs,0.7916666666666666,0.5,0.631578947368421,0.7916666666666666,0.25,0.3157894736842105,0.7916666666666666,0.25,0.3157894736842105
llama31_instruct,h1_dinc,79,main_perp,ChBa,0.9166666666666666,0.5416666666666666,0.5909090909090909,0.9166666666666666,0.4583333333333333,0.5,0.9166666666666666,0.4583333333333333,0.5
llama31_instruct,h1_dinc,79,main_perp,ChCh,0.7083333333333334,0.375,0.5294117647058824,0.7083333333333334,0.4166666666666667,0.5882352941176471,0.7083333333333334,0.4166666666666667,0.5882352941176471
llama31_instruct,h1_dinc,79,main_perp,ChCm,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.5
llama31_instruct,h1_dinc,79,main_perp,ChCo,0.7916666666666666,0.4583333333333333,0.5789473684210527,0.7916666666666666,0.375,0.47368421052631576,0.7916666666666666,0.375,0.47368421052631576
llama31_instruct,h1_dinc,79,main_perp,ChDl,0.75,0.4166666666666667,0.5555555555555556,0.75,0.375,0.5,0.75,0.375,0.5
llama31_instruct,h1_dinc,79,main_perp,ChHa,0.7916666666666666,0.375,0.47368421052631576,0.7916666666666666,0.4166666666666667,0.5263157894736842,0.7916666666666666,0.375,0.47368421052631576
llama31_instruct,h1_dinc,79,main_perp,ChHr,0.625,0.2916666666666667,0.4666666666666667,0.625,0.375,0.6,0.625,0.375,0.6
llama31_instruct,h1_dinc,79,main_perp,CmAs,0.875,0.2916666666666667,0.3333333333333333,0.875,0.5833333333333334,0.6666666666666666,0.875,0.2916666666666667,0.3333333333333333
llama31_instruct,h1_dinc,79,main_perp,CmCm,0.9166666666666666,0.4583333333333333,0.5,0.9166666666666666,0.6666666666666666,0.7272727272727273,0.9166666666666666,0.25,0.2727272727272727
llama31_instruct,h1_dinc,79,main_perp,CmDl,0.9166666666666666,0.5,0.5454545454545454,0.9166666666666666,0.5833333333333334,0.6363636363636364,0.9166666666666666,0.3333333333333333,0.36363636363636365
llama31_instruct,h1_dinc,79,main_perp,CmHa,0.7916666666666666,0.375,0.47368421052631576,0.7916666666666666,0.5,0.631578947368421,0.7916666666666666,0.2916666666666667,0.3684210526315789
llama31_instruct,h1_dinc,79,main_perp,CmNc,0.875,0.4166666666666667,0.47619047619047616,0.875,0.4583333333333333,0.5238095238095238,0.875,0.4166666666666667,0.47619047619047616
llama31_instruct,h1_dinc,79,main_perp,CoAs,0.7083333333333334,0.375,0.5294117647058824,0.7083333333333334,0.2916666666666667,0.4117647058823529,0.7083333333333334,0.2916666666666667,0.4117647058823529
llama31_instruct,h1_dinc,79,main_perp,CoCo,0.8333333333333334,0.375,0.45,0.8333333333333334,0.375,0.45,0.8333333333333334,0.375,0.45
llama31_instruct,h1_dinc,79,main_perp,CoSh,0.7083333333333334,0.4166666666666667,0.5882352941176471,0.7083333333333334,0.2916666666666667,0.4117647058823529,0.7083333333333334,0.2916666666666667,0.4117647058823529
llama31_instruct,h1_dinc,79,main_perp,HaAs,0.875,0.375,0.42857142857142855,0.875,0.3333333333333333,0.38095238095238093,0.875,0.3333333333333333,0.38095238095238093
llama31_instruct,h1_dinc,79,main_perp,HaBa,0.875,0.5,0.5714285714285714,0.875,0.4166666666666667,0.47619047619047616,0.875,0.4166666666666667,0.47619047619047616
llama31_instruct,h1_dinc,79,main_perp,HaCm,0.9583333333333334,0.5,0.5217391304347826,0.9583333333333334,0.4166666666666667,0.43478260869565216,0.9583333333333334,0.4166666666666667,0.43478260869565216
llama31_instruct,h1_dinc,79,main_perp,HaDl,0.7916666666666666,0.4166666666666667,0.5263157894736842,0.7916666666666666,0.3333333333333333,0.42105263157894735,0.7916666666666666,0.3333333333333333,0.42105263157894735
llama31_instruct,h1_dinc,79,main_perp,HaHa,0.9166666666666666,0.5,0.5454545454545454,0.9166666666666666,0.4166666666666667,0.45454545454545453,0.9166666666666666,0.4166666666666667,0.45454545454545453
llama31_instruct,h1_dinc,79,main_perp,HaNc,0.8333333333333334,0.5,0.6,0.8333333333333334,0.375,0.45,0.8333333333333334,0.375,0.45
llama31_instruct,h1_dinc,79,main_perp,HaPc,0.7916666666666666,0.4583333333333333,0.5789473684210527,0.7916666666666666,0.25,0.3157894736842105,0.7916666666666666,0.25,0.3157894736842105
llama31_instruct,h1_dinc,79,main_perp,HrAs,0.7916666666666666,0.2916666666666667,0.3684210526315789,0.7916666666666666,0.375,0.47368421052631576,0.7916666666666666,0.4166666666666667,0.5263157894736842
llama31_instruct,h1_dinc,79,main_perp,HrBa,0.875,0.375,0.42857142857142855,0.875,0.4583333333333333,0.5238095238095238,0.875,0.4166666666666667,0.47619047619047616
llama31_instruct,h1_dinc,79,main_perp,HrCh,0.875,0.5416666666666666,0.6190476190476191,0.875,0.5,0.5714285714285714,0.875,0.375,0.42857142857142855
llama31_instruct,h1_dinc,79,main_perp,HrHr,0.7916666666666666,0.25,0.3157894736842105,0.7916666666666666,0.4166666666666667,0.5263157894736842,0.7916666666666666,0.375,0.47368421052631576
llama31_instruct,h1_dinc,79,main_perp,ShAs,0.9166666666666666,0.5416666666666666,0.5909090909090909,0.9166666666666666,0.375,0.4090909090909091,0.9166666666666666,0.375,0.4090909090909091
llama31_instruct,h1_dinc,79,main_perp,ShCo,0.875,0.5833333333333334,0.6666666666666666,0.875,0.2916666666666667,0.3333333333333333,0.875,0.2916666666666667,0.3333333333333333
llama31_instruct,h1_dinc,79,main_perp,ShSh,0.7916666666666666,0.5,0.631578947368421,0.7916666666666666,0.4166666666666667,0.5263157894736842,0.7916666666666666,0.4166666666666667,0.5263157894736842
llama31_instruct,h1_dinc,79,random,AsAs,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsBa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsCh,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsCm,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsCo,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsDl,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsHa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsHr,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsNc,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsPc,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsPd,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,AsSh,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaAs,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaBa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaCh,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaCm,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaCo,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaDl,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaHa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaHr,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaNc,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaPc,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaPd,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,BaSh,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ChAs,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ChBa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ChCh,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ChCm,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ChCo,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ChDl,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ChHa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ChHr,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,CmAs,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,CmCm,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,CmDl,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,CmHa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,CmNc,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,CoAs,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,CoCo,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,CoSh,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HaAs,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HaBa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HaCm,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HaDl,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HaHa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HaNc,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HaPc,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HrAs,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HrBa,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HrCh,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,HrHr,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ShAs,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ShCo,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h1_dinc,79,random,ShSh,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
llama31_instruct,h2_choice,65,main,AsAs,0.5833333333333334,0.20833333333333334,0.35714285714285715,0.5833333333333334,0.20833333333333334,0.35714285714285715,0.5833333333333334,0.20833333333333334,0.35714285714285715
llama31_instruct,h2_choice,65,main,AsBa,0.625,0.3333333333333333,0.5333333333333333,0.625,0.3333333333333333,0.5333333333333333,0.625,0.2916666666666667,0.4666666666666667
llama31_instruct,h2_choice,65,main,AsCh,0.7083333333333334,0.16666666666666666,0.23529411764705882,0.7083333333333334,0.375,0.5294117647058824,0.7083333333333334,0.3333333333333333,0.47058823529411764
llama31_instruct,h2_choice,65,main,AsCm,0.75,0.2916666666666667,0.3888888888888889,0.75,0.16666666666666666,0.2222222222222222,0.75,0.5833333333333334,0.7777777777777778
llama31_instruct,h2_choice,65,main,AsCo,0.625,0.20833333333333334,0.3333333333333333,0.625,0.20833333333333334,0.3333333333333333,0.625,0.20833333333333334,0.3333333333333333
llama31_instruct,h2_choice,65,main,AsDl,0.8333333333333334,0.375,0.45,0.8333333333333334,0.3333333333333333,0.4,0.8333333333333334,0.5,0.6
llama31_instruct,h2_choice,65,main,AsHa,0.7083333333333334,0.375,0.5294117647058824,0.7083333333333334,0.2916666666666667,0.4117647058823529,0.7083333333333334,0.2916666666666667,0.4117647058823529
llama31_instruct,h2_choice,65,main,AsHr,0.5416666666666666,0.16666666666666666,0.3076923076923077,0.5416666666666666,0.08333333333333333,0.15384615384615385,0.5416666666666666,0.4583333333333333,0.8461538461538461
llama31_instruct,h2_choice,65,main,AsNc,0.6666666666666666,0.16666666666666666,0.25,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.5
llama31_instruct,h2_choice,65,main,AsPc,0.625,0.25,0.4,0.625,0.25,0.4,0.625,0.25,0.4
llama31_instruct,h2_choice,65,main,AsPd,0.625,0.20833333333333334,0.3333333333333333,0.625,0.25,0.4,0.625,0.375,0.6
llama31_instruct,h2_choice,65,main,AsSh,0.5416666666666666,0.375,0.6923076923076923,0.5416666666666666,0.16666666666666666,0.3076923076923077,0.5416666666666666,0.16666666666666666,0.3076923076923077
llama31_instruct,h2_choice,65,main,BaAs,0.6666666666666666,0.20833333333333334,0.3125,0.6666666666666666,0.4583333333333333,0.6875,0.6666666666666666,0.4583333333333333,0.6875
llama31_instruct,h2_choice,65,main,BaBa,0.75,0.375,0.5,0.75,0.5416666666666666,0.7222222222222222,0.75,0.5416666666666666,0.7222222222222222
llama31_instruct,h2_choice,65,main,BaCh,0.5416666666666666,0.20833333333333334,0.38461538461538464,0.5416666666666666,0.4166666666666667,0.7692307692307693,0.5416666666666666,0.4166666666666667,0.7692307692307693
llama31_instruct,h2_choice,65,main,BaCm,0.75,0.25,0.3333333333333333,0.75,0.3333333333333333,0.4444444444444444,0.75,0.3333333333333333,0.4444444444444444
llama31_instruct,h2_choice,65,main,BaCo,0.75,0.16666666666666666,0.2222222222222222,0.75,0.5833333333333334,0.7777777777777778,0.75,0.5833333333333334,0.7777777777777778
llama31_instruct,h2_choice,65,main,BaDl,0.6666666666666666,0.25,0.375,0.6666666666666666,0.5,0.75,0.6666666666666666,0.5,0.75
llama31_instruct,h2_choice,65,main,BaHa,0.6666666666666666,0.20833333333333334,0.3125,0.6666666666666666,0.4166666666666667,0.625,0.6666666666666666,0.25,0.375
llama31_instruct,h2_choice,65,main,BaHr,0.7083333333333334,0.0,0.0,0.7083333333333334,0.375,0.5294117647058824,0.7083333333333334,0.375,0.5294117647058824
llama31_instruct,h2_choice,65,main,BaNc,0.7916666666666666,0.2916666666666667,0.3684210526315789,0.7916666666666666,0.4583333333333333,0.5789473684210527,0.7916666666666666,0.3333333333333333,0.42105263157894735
llama31_instruct,h2_choice,65,main,BaPc,0.5833333333333334,0.16666666666666666,0.2857142857142857,0.5833333333333334,0.3333333333333333,0.5714285714285714,0.5833333333333334,0.25,0.42857142857142855
llama31_instruct,h2_choice,65,main,BaPd,0.6666666666666666,0.375,0.5625,0.6666666666666666,0.5416666666666666,0.8125,0.6666666666666666,0.5416666666666666,0.8125
llama31_instruct,h2_choice,65,main,BaSh,0.75,0.16666666666666666,0.2222222222222222,0.75,0.4166666666666667,0.5555555555555556,0.75,0.4166666666666667,0.5555555555555556
llama31_instruct,h2_choice,65,main,ChAs,0.625,0.20833333333333334,0.3333333333333333,0.625,0.4583333333333333,0.7333333333333333,0.625,0.4583333333333333,0.7333333333333333
llama31_instruct,h2_choice,65,main,ChBa,0.75,0.3333333333333333,0.4444444444444444,0.75,0.25,0.3333333333333333,0.75,0.25,0.3333333333333333
llama31_instruct,h2_choice,65,main,ChCh,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.25,0.375,0.6666666666666666,0.25,0.375
llama31_instruct,h2_choice,65,main,ChCm,0.6666666666666666,0.125,0.1875,0.6666666666666666,0.375,0.5625,0.6666666666666666,0.375,0.5625
llama31_instruct,h2_choice,65,main,ChCo,0.875,0.25,0.2857142857142857,0.875,0.375,0.42857142857142855,0.875,0.375,0.42857142857142855
llama31_instruct,h2_choice,65,main,ChDl,0.75,0.125,0.16666666666666666,0.75,0.3333333333333333,0.4444444444444444,0.75,0.3333333333333333,0.4444444444444444
llama31_instruct,h2_choice,65,main,ChHa,0.875,0.25,0.2857142857142857,0.875,0.625,0.7142857142857143,0.875,0.25,0.2857142857142857
llama31_instruct,h2_choice,65,main,ChHr,0.75,0.16666666666666666,0.2222222222222222,0.75,0.4166666666666667,0.5555555555555556,0.75,0.4166666666666667,0.5555555555555556
llama31_instruct,h2_choice,65,main,CmAs,0.7916666666666666,0.3333333333333333,0.42105263157894735,0.7916666666666666,0.5416666666666666,0.6842105263157895,0.7916666666666666,0.25,0.3157894736842105
llama31_instruct,h2_choice,65,main,CmCm,0.7916666666666666,0.16666666666666666,0.21052631578947367,0.7916666666666666,0.5833333333333334,0.7368421052631579,0.7916666666666666,0.20833333333333334,0.2631578947368421
llama31_instruct,h2_choice,65,main,CmDl,0.7916666666666666,0.25,0.3157894736842105,0.7916666666666666,0.5,0.631578947368421,0.7916666666666666,0.2916666666666667,0.3684210526315789
llama31_instruct,h2_choice,65,main,CmHa,0.7916666666666666,0.3333333333333333,0.42105263157894735,0.7916666666666666,0.5416666666666666,0.6842105263157895,0.7916666666666666,0.25,0.3157894736842105
llama31_instruct,h2_choice,65,main,CmNc,0.75,0.375,0.5,0.75,0.625,0.8333333333333334,0.75,0.125,0.16666666666666666
